time,lat,lon,alt,gs,trk,hdg,pos,x,y,z,vel,vx,vy,vz,vehicleID
0.05,37.102332597172335,-76.38636206158644,5.0,1.0,270.0,,[75.01655379 17.32124476  5.        ],75.01655379447666,17.321244762060438,5.0,[-1.0000000e+00 -1.8369702e-16 -0.0000000e+00],-1.0,-1.8369701987210297e-16,-0.0,tf1
0.05,37.102065812161136,-76.38880019386431,5.0,1.0,90.0,,[-141.449758    -12.37612517    5.        ],-141.44975800307336,-12.376125170968265,5.0,[ 1.000000e+00  6.123234e-17 -0.000000e+00],1.0,6.123233995736766e-17,-0.0,tf2
0.05,37.102065812161136,-76.38880019386431,5.0,1.0,90.0,,[-141.449758    -12.37612517    5.        ],-141.44975800307336,-12.376125170968265,5.0,[ 1.000000e+00  6.123234e-17 -0.000000e+00],1.0,6.123233995736766e-17,-0.0,Ownship
0.25,37.102332597180755,-76.38636325027727,5.0,1.0,270.0,,[74.91101771 17.32124476  5.        ],74.91101771303758,17.321244762130828,5.0,[-1.0000000e+00 -1.8369702e-16 -0.0000000e+00],-1.0,-1.8369701987210297e-16,-0.0,tf1
0.25,37.10206581217703,-76.38879900517766,5.0,1.0,90.0,,[-141.34422192  -12.37612517    5.        ],-141.3442219215438,-12.376125170905247,5.0,[ 1.000000e+00  6.123234e-17 -0.000000e+00],1.0,6.123233995736766e-17,-0.0,tf2
0.25,37.10206581217703,-76.38879900517766,5.0,1.0,90.0,,[-141.34422192  -12.37612517    5.        ],-141.3442219215438,-12.376125170905247,5.0,[ 1.000000e+00  6.123234e-17 -0.000000e+00],1.0,6.123233995736766e-17,-0.0,Ownship
0.44999999999999996,37.10233259719362,-76.38636506714359,5.0,1.0,270.0,,[74.74971004 17.32124476  5.        ],74.74971003860429,17.32124476327492,5.0,[-1.0000000e+00 -1.8369702e-16 -0.0000000e+00],-1.0,-1.8369701987210297e-16,-0.0,tf1
0.44999999999999996,37.10206581220131,-76.38879718831777,5.0,1.0,90.0,,[-141.18291425  -12.37612517    5.        ],-141.18291424923945,-12.376125170491939,5.0,[ 1.000000e+00  6.123234e-17 -0.000000e+00],1.0,6.123233995736766e-17,-0.0,tf2
0.44999999999999996,37.10206581220131,-76.38879718831777,5.0,1.0,90.0,,[-141.18291425  -12.37612517    5.        ],-141.18291424923945,-12.376125170491939,5.0,[ 1.000000e+00  6.123234e-17 -0.000000e+00],1.0,6.123233995736766e-17,-0.0,Ownship
0.65,37.10233259720827,-76.38636714131054,5.0,1.0,270.0,,[74.56555833 17.32124476  5.        ],74.56555832584212,17.321244762994198,5.0,[-1.0000000e+00 -1.8369702e-16 -0.0000000e+00],-1.0,-1.8369701987210297e-16,-0.0,tf1
0.65,37.102065812228986,-76.3887951141581,5.0,1.0,90.0,,[-140.99876253  -12.37612517    5.        ],-140.99876253408675,-12.376125171336621,5.0,[ 1.000000e+00  6.123234e-17 -0.000000e+00],1.0,6.123233995736766e-17,-0.0,tf2
0.65,37.102065812228986,-76.3887951141581,5.0,1.0,90.0,,[-140.99876253  -12.37612517    5.        ],-140.99876253408675,-12.376125171336621,5.0,[ 1.000000e+00  6.123234e-17 -0.000000e+00],1.0,6.123233995736766e-17,-0.0,Ownship
0.8500000000000002,37.10233259722361,-76.38636932086787,5.0,1.0,270.0,,[74.37204969 17.32124476  5.        ],74.37204968985284,17.321244761976338,5.0,[-1.0000000e+00 -1.8369702e-16 -0.0000000e+00],-1.0,-1.8369701987210297e-16,-0.0,tf1
0.8500000000000002,37.10206581225803,-76.38879293460846,5.0,1.0,90.0,,[-140.8052539   -12.37612517    5.        ],-140.80525390000764,-12.376125171517728,5.0,[ 1.000000e+00  6.123234e-17 -0.000000e+00],1.0,6.123233995736766e-17,-0.0,tf2
0.8500000000000002,37.10206581225803,-76.38879293460846,5.0,1.0,90.0,,[-140.8052539   -12.37612517    5.        ],-140.80525390000764,-12.376125171517728,5.0,[ 1.000000e+00  6.123234e-17 -0.000000e+00],1.0,6.123233995736766e-17,-0.0,Ownship
1.0500000000000003,37.10206581228761,-76.38879071189108,5.0,1.0,90.0,,[-140.60791267  -12.37612517    5.        ],-140.60791267052554,-12.376125170503672,5.0,[ 1.000000e+00  6.123234e-17 -0.000000e+00],1.0,6.123233995736766e-17,-0.0,tf2
1.0500000000000003,37.10206581228761,-76.38879071189108,5.0,1.0,90.0,,[-140.60791267  -12.37612517    5.        ],-140.60791267052554,-12.376125170503672,5.0,[ 1.000000e+00  6.123234e-17 -0.000000e+00],1.0,6.123233995736766e-17,-0.0,Ownship
1.0500000000000003,37.10233259723923,-76.38637154359307,5.0,1.0,270.0,,[74.17470846 17.32124476  5.        ],74.17470846071858,17.32124476282768,5.0,[-1.0000000e+00 -1.8369702e-16 -0.0000000e+00],-1.0,-1.8369701987210297e-16,-0.0,tf1
1.2500000000000004,37.102065812317385,-76.38878847149219,5.0,1.0,90.0,,[-140.40900161  -12.37612517    5.        ],-140.40900161054827,-12.376125170720176,5.0,[ 1.000000e+00  6.123234e-17 -0.000000e+00],1.0,6.123233995736766e-17,-0.0,Ownship
